freq,unit,s_adj,na_item,geo,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2
Q,CLV10_MEUR,SCA,B1G,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50138.2,50588.5,50946.1,51073.4,51749.8,52486.8,52754.5,54055.5,55118.0,55378.7,55257.6,56131.1,56602.1,56055.6,56392.5,57085.1,57218.4,58355.4,58806.4,59684.7,59822.3,60611.4,61278.0,62094.2,62597.6,62746.3,63710.8,64497.6,64895.0,66697.1,67533.1,68278.5,67444.1,67485.0,68181.7,68421.6,68999.9,69748.2,69316.8,69461.4,70460.4,70386.5,70928.9,71446.3,72481.8,73302.8,73968.0,74462.9,74221.2,75173.9,76171.5,76424.9,78079.2,79092.1,79773.3,80676.4,81138.2,82070.7,82235.8,82873.2,82771.8,82076.5,81522.7,78117.0,77162.9,77438.3,77576.2,77797.2,78796.3,81494.6,83128.4,83860.5,84569.4,85313.5,86045.8,83515.5,84335.0,85254.6,85432.9,84412.2,84926.8,85216.1,86008.5,86875.4,87191.4,87554.0,88095.8,88798.2,89668.9,91761.0,91604.1,92461.0,91869.8,92628.5,93036.9,93439.2,94471.1,94585.6,95134.1,95374.6,95929.6,96409.3,96675.3,97928.1,98093.9,99625.0,99354.8,100852.2,100695.6,91492.9,97163.4,98714.4,101186.7,101933.2,101395.7,103522.2,103325.2,104099.3,103723.9,102961.8,104703.9,103639.4,104352.4,103764.8,104673.0,104371.1,105264.0,105689.0,105458.7,105898.0
Q,CLV10_MEUR,SCA,B1GQ,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58239.9,58705.4,59032.1,59147.0,59959.2,60741.8,61035.3,62389.4,63218.0,63588.0,63533.3,64409.3,64911.0,64264.6,64578.5,65380.5,65604.6,66689.2,67099.5,68261.9,68546.6,69252.7,69998.8,70969.3,71414.4,71777.5,72868.3,73722.5,73892.1,76068.8,76829.7,76928.9,76911.5,76611.4,77254.3,77599.0,78214.3,79095.9,78947.7,79092.3,80050.6,79916.2,80576.6,81124.2,82416.1,83030.2,83706.4,84148.3,84454.5,85154.2,86401.6,86574.6,88172.6,89626.7,90414.2,91263.3,91730.8,92772.8,93070.5,94015.2,93638.3,93057.3,92269.3,88563.4,87703.1,88116.5,88083.0,88260.6,89641.1,92623.6,94178.9,94877.2,95536.1,96326.8,97188.6,94356.0,95347.2,95898.2,96507.0,95385.6,96033.9,96317.2,97118.4,97893.8,98328.9,98827.8,99644.5,99998.1,101232.3,103538.2,103549.2,104613.5,104174.1,105060.8,105483.7,106019.0,106934.7,107161.8,107598.1,108144.1,108712.9,109338.8,109255.6,110570.2,110905.3,112449.9,112100.1,113916.1,113916.7,104140.4,110161.0,111677.4,114436.2,115355.3,114879.2,117253.5,116891.9,117765.2,117107.6,116212.3,117711.8,116701.6,117131.2,116550.7,117650.9,117243.0,118212.1,118729.0,118509.7,119066.0
Q,CLV10_MEUR,SCA,D21,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8566.4,8579.7,8545.3,8530.5,8663.2,8708.7,8734.6,8780.3,8533.5,8655.7,8726.2,8720.8,8764.5,8676.7,8646.3,8763.4,8877.7,8797.3,8744.4,9041.2,9190.8,9100.7,9167.7,9323.3,9257.0,9486.2,9689.8,9693.2,9495.9,9883.0,9783.2,9128.6,9977.5,9644.9,9532.0,9673.9,9718.4,9822.0,10176.3,10154.8,10066.1,10051.8,10266.2,10261.1,10519.8,10307.8,10288.1,10255.5,10810.5,10505.8,10747.7,10672.1,10625.9,11049.3,11182.3,11171.8,11126.9,11201.6,11379.8,11745.2,11430.1,11576.6,11330.6,11003.1,11125.5,11297.4,11110.2,11065.7,11468.5,11763.1,11659.5,11598.0,11623.0,11646.2,11776.0,11455.0,11625.9,11269.1,11724.0,11611.7,11617.3,11632.1,11636.1,11587.8,11700.6,11865.5,12137.6,11807.5,12199.4,12417.4,12599.4,12803.8,12950.3,13082.3,13101.8,13240.9,13165.3,13255.4,13141.3,13451.4,13420.8,13613.1,13278.7,13361.8,13487.5,13478.3,13395.0,13716.4,13932.3,13321.9,13662.1,13634.0,13907.6,14095.0,14186.8,14358.7,14290.8,14386.5,14087.7,13945.4,13646.7,13708.4,13394.8,13452.8,13626.8,13503.9,13579.1,13657.4,13652.5,13781.9
Q,CLV10_MEUR,SCA,D21X31,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8176.6,8189.7,8154.9,8141.2,8279.2,8322.4,8347.6,8395.2,8143.0,8255.9,8326.3,8323.3,8351.1,8249.4,8221.6,8332.0,8429.1,8356.3,8305.6,8605.4,8764.4,8663.7,8741.8,8900.1,8831.3,9062.0,9187.7,9251.5,8999.6,9385.0,9293.5,8583.1,9475.8,9109.5,9044.9,9154.8,9189.0,9324.3,9631.9,9630.6,9577.3,9513.6,9634.3,9661.9,9924.8,9699.6,9706.1,9646.1,10221.9,9951.6,10206.3,10120.8,10058.3,10507.3,10613.8,10554.7,10559.1,10668.0,10803.1,11115.6,10833.7,10953.5,10715.5,10420.3,10515.8,10654.8,10481.2,10436.7,10820.4,11103.0,11021.1,10985.8,10938.7,10985.1,11114.2,10813.0,10983.9,10617.2,11045.8,10945.3,11080.0,11073.6,11081.8,10988.9,11108.3,11244.9,11520.8,11169.4,11534.1,11746.4,11916.9,12125.5,12283.5,12412.0,12425.5,12560.0,12438.2,12552.9,12436.7,12747.8,12759.7,12906.6,12552.8,12613.0,12785.0,12797.2,12717.4,13036.4,13195.5,12631.5,12975.5,12938.0,13216.5,13391.7,13458.2,13704.3,13535.3,13634.4,13346.6,13212.9,12964.8,13021.9,12733.3,12741.7,12935.3,12826.3,12900.6,12994.1,13007.0,13126.8
Q,CLV10_MEUR,SCA,D31,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.4,365.6,365.9,365.0,360.4,362.5,363.2,361.6,367.8,376.8,376.7,374.3,389.5,402.7,400.2,406.5,423.5,416.0,414.0,410.4,399.7,411.0,399.3,395.9,398.8,396.4,475.1,413.4,472.0,471.6,463.3,526.8,474.0,513.5,461.5,495.4,505.5,471.8,518.8,497.9,462.1,512.8,608.0,574.5,568.6,581.9,556.5,583.3,562.8,529.8,517.6,527.1,543.9,512.8,540.9,594.1,540.5,502.8,548.5,603.5,568.7,595.6,588.4,556.4,582.5,614.4,601.3,601.3,619.5,630.9,609.9,584.5,655.8,632.5,632.9,614.0,612.6,624.4,649.8,638.0,503.7,525.5,521.3,567.8,560.1,588.5,583.4,606.8,633.0,637.9,649.0,644.0,630.9,633.9,640.1,644.1,693.6,666.9,670.0,666.8,618.5,667.6,692.6,717.4,664.6,641.3,638.2,638.5,698.2,652.4,646.0,656.5,648.0,659.8,687.6,602.5,720.1,714.9,705.6,697.3,638.6,643.3,617.0,677.8,650.6,635.4,635.5,615.7,594.0,603.8
Q,CLV10_MEUR,SCA,P3,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48908.2,48785.2,48936.4,49084.1,49199.6,49462.3,49606.0,49579.5,49734.4,49829.2,50441.7,50638.5,50658.9,51103.6,51487.5,51764.5,52107.7,52668.8,53382.9,53704.6,54029.0,54259.1,54719.5,55779.7,56203.3,56699.6,57152.1,56872.0,56956.2,56990.2,57197.6,57255.6,58158.4,58266.8,58302.1,58658.5,58697.4,58874.5,59231.2,59537.6,59792.0,59649.8,59796.3,60120.5,60602.5,60874.9,61456.7,61611.9,61835.2,62479.4,62924.3,63652.9,63730.5,64403.6,65150.0,65697.9,65151.9,65137.1,64763.1,64480.4,65415.5,65774.6,66051.9,66433.3,67246.7,67597.4,68104.1,68287.9,68501.8,69069.0,68864.7,68822.0,69288.8,69559.6,70041.1,70130.6,70501.3,70729.7,71267.2,71599.1,71758.6,72581.3,72818.3,73642.2,74313.0,74672.5,75270.3,76084.9,76448.9,76876.3,77075.9,77492.8,78272.7,78143.6,78394.1,78828.9,79178.2,79829.1,79524.6,79958.9,79782.2,79737.0,80340.8,80357.0,80550.1,74829.4,78197.7,78219.4,79918.3,80893.9,82620.3,82905.9,82830.0,83720.9,83450.2,82992.7,82611.1,82916.6,82551.7,83294.8,83607.1,83160.8,83550.1,83816.3,84077.6,84312.2
Q,CLV10_MEUR,SCA,P31_S13,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14315.3,14447.1,14403.9,14369.3,14671.4,14717.1,14746.9,14802.8,14777.1,14843.3,14937.1,15263.5,14492.2,14772.7,14993.4,14935.0,15184.6,15224.0,15527.4,15570.2,15525.2,15562.4,15614.4,15505.0,15346.8,15386.4,15408.5,15402.8,15609.5,15632.0,15641.5,15876.5,15984.7,16040.2,16065.1,16122.8,16120.6,16143.9,16197.0,16148.4,16015.3,15994.4,15919.0,15880.5,16048.3,16084.8,16056.8,16105.7,16252.8,16310.2,16414.4,16485.8,16362.1,16481.8,16480.2,16585.9,16547.6,16584.1,16669.1,16654.4,16984.2,16928.3,16964.7,17024.3,17022.7,17079.0,17091.2,17218.4,17163.0,17190.0,17230.1,17201.5,17226.8,17324.7,17378.8,17362.5,17451.7,17440.8,17473.2,17569.2,17550.5,17663.7,17806.2,17883.3,18035.1,18001.6,18198.0,18384.2,18734.9,18994.0,18960.9,18982.3,18881.0,18899.8,19035.0,19041.8,18893.8,19038.9,18926.9,19000.5,19091.5,18927.6,18862.7,18950.4,18724.4,18059.9,18487.2,18639.4,19010.4,19202.1,19139.5,18977.4,18976.2,18979.3,19123.5,19150.4,19134.4,19082.5,19044.9,19176.7,19235.4,19244.2,19248.4,19251.9,19278.3,19291.0
Q,CLV10_MEUR,SCA,P31_S14,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28171.4,28074.1,28131.7,28191.8,28380.1,28561.4,28702.0,28546.5,28878.9,29056.2,29496.3,29336.5,29857.2,30242.8,30168.1,30388.1,30613.9,31092.5,31335.3,31644.3,32016.4,32221.1,32529.1,33663.3,34074.9,34453.5,34625.9,34617.2,34727.0,34680.7,34786.8,34697.7,35389.5,35402.7,35447.6,35608.0,35613.7,35782.1,36120.5,36391.8,36879.8,36710.1,37036.1,37282.5,37612.8,37844.9,38520.7,38529.3,38640.8,39158.5,39408.9,39981.0,40348.3,40752.9,41546.8,41805.2,41486.2,41351.2,40952.1,40526.4,41010.5,41574.0,41806.2,41889.1,42843.1,43003.8,43544.7,43557.5,43912.8,44354.7,44118.1,44044.2,44433.5,44525.7,44831.8,44965.0,45152.6,45313.3,45834.4,46041.6,46213.9,46802.6,46936.6,47582.3,48168.0,48564.9,48978.3,49479.8,49532.2,49541.8,50045.7,50379.5,51123.5,50821.8,51023.4,51422.5,51838.6,52217.2,52011.4,52326.0,52036.4,52257.0,52930.3,52903.8,53398.6,48064.2,51179.6,50934.0,52006.9,52743.3,54861.8,55260.7,55036.8,55932.4,55297.3,54889.5,54234.1,54389.6,54170.6,54684.8,54728.4,54428.7,54658.3,54994.4,55112.6,55356.1
Q,CLV10_MEUR,SCA,P31_S14_S15,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29059.3,28968.9,29019.8,29080.5,29163.6,29522.0,29475.1,29325.7,29694.5,29885.9,30333.7,30173.5,30705.5,31099.6,31027.5,31241.9,31462.0,31949.2,32208.1,32522.8,32817.9,33020.6,33345.4,34486.8,35114.4,35495.4,35676.0,35679.5,35793.3,35751.6,35861.7,35784.1,36493.0,36517.6,36565.4,36740.6,36778.9,36962.1,37302.2,37575.2,38058.0,37884.3,38210.6,38466.1,38820.4,39064.0,39751.4,39778.4,39877.2,40393.0,40650.8,41228.3,41589.0,41992.7,42785.7,43046.3,42739.8,42606.6,42205.1,41778.7,42245.9,42800.8,43019.5,43097.1,44065.1,44238.4,44764.4,44748.6,45079.3,45517.1,45278.0,45202.2,45592.8,45687.2,45984.0,46096.4,46252.5,46400.3,46921.7,47140.9,47356.3,47958.4,48097.7,48753.5,49356.2,49761.5,50182.4,50677.3,50705.3,50712.5,51226.4,51582.3,52366.8,52078.6,52289.1,52691.2,53079.2,53452.0,53263.6,53573.8,53282.1,53512.2,54184.6,54165.7,54663.2,49302.3,52411.3,52187.9,53282.3,54041.4,56162.6,56548.5,56307.3,57199.0,56566.5,56146.7,55525.3,55721.8,55518.6,56053.2,56090.3,55774.2,56013.8,56370.9,56482.9,56729.2
Q,CLV10_MEUR,SCA,P31_S15,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.8,920.8,910.6,910.8,765.4,1004.6,747.9,757.8,804.1,821.2,827.2,828.3,838.4,846.1,849.9,841.1,832.6,839.8,858.1,862.9,767.8,764.0,782.4,784.1,1037.7,1038.5,1047.1,1061.7,1065.3,1070.9,1075.0,1088.3,1104.8,1117.4,1120.5,1136.5,1171.9,1187.8,1188.5,1189.7,1182.3,1178.3,1177.7,1187.0,1212.1,1224.0,1234.9,1254.7,1240.9,1237.8,1245.2,1249.9,1242.6,1241.1,1239.1,1241.0,1254.5,1256.7,1254.5,1254.2,1236.4,1227.3,1213.3,1207.7,1222.0,1234.9,1219.6,1190.9,1166.5,1162.4,1159.9,1158.0,1159.4,1161.6,1152.5,1132.1,1101.9,1089.4,1090.1,1101.9,1142.9,1156.5,1161.6,1172.0,1188.9,1197.5,1205.2,1199.5,1177.2,1174.8,1185.0,1206.2,1245.2,1257.1,1265.9,1269.3,1244.2,1239.5,1255.2,1251.7,1249.2,1258.2,1259.1,1266.0,1269.5,1232.7,1234.5,1253.8,1276.0,1298.1,1305.9,1295.1,1279.7,1278.8,1279.4,1267.7,1296.0,1332.8,1346.1,1365.7,1360.2,1344.9,1354.3,1373.9,1368.8,1371.9
Q,CLV10_MEUR,SCA,P32_S13,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6034.7,6028.2,5998.7,5932.3,5874.0,5828.0,5862.2,5811.4,5685.4,5651.7,5582.6,5567.2,5664.5,5649.1,5857.3,5884.6,5819.7,5870.6,5954.6,5938.9,6068.7,6063.5,5931.3,5998.2,6016.5,5947.3,6018.5,5883.1,5704.3,5698.4,5757.3,5715.3,5782.3,5818.4,5807.8,5880.3,5860.5,5843.9,5862.8,5835.6,5794.5,5807.8,5754.0,5793.2,5774.0,5756.4,5673.6,5669.1,5800.3,5752.0,5882.4,5851.9,5847.3,5920.3,5881.3,5950.6,5859.8,5989.5,5992.5,5959.0,6158.7,6029.8,6156.4,6238.7,6194.7,6289.6,6268.8,6299.6,6304.3,6367.6,6363.3,6417.5,6510.6,6519.1,6659.1,6670.2,6840.2,6879.7,6858.3,6873.8,6871.6,6941.8,6954.2,7010.9,6943.1,6893.1,6989.5,7096.6,7003.8,7132.2,6999.3,7008.5,7090.2,7147.7,7164.7,7161.3,7275.9,7384.3,7440.7,7479.4,7477.5,7327.4,7456.6,7406.7,7352.3,7433.9,7452.3,7489.5,7585.8,7655.7,7633.3,7771.8,7762.7,7785.5,8005.5,8017.3,8095.6,8273.5,8153.9,8338.6,8392.3,8355.7,8436.7,8438.1,8492.0,8513.5
Q,CLV10_MEUR,SCA,P3_P5,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59720.0,60996.0,61233.6,62464.0,62055.6,62417.1,62899.7,63958.0,63888.0,62527.7,63561.3,64653.2,63631.6,64625.0,65289.9,66535.9,66938.5,67693.9,68179.2,69062.2,69314.9,69370.5,70536.7,71570.0,71647.8,73900.7,74576.9,73769.7,74639.7,73902.0,73784.3,73799.8,74504.0,74962.7,75058.9,75357.2,76491.7,75748.2,75691.0,76447.2,76533.9,76787.7,77603.7,78497.4,78375.3,78830.4,79088.0,80618.5,80465.4,82741.4,83698.2,84573.2,85730.1,86349.3,88142.4,88573.4,87730.0,88047.6,87140.9,84515.0,83716.6,83095.3,83569.8,84880.8,86014.3,88421.5,90007.0,89654.4,91040.3,91928.5,91624.5,90197.5,90704.2,90697.3,91780.7,90866.0,91228.1,92100.2,92626.9,93882.2,94335.1,95429.3,95791.9,96920.7,98320.3,99170.0,100074.6,101579.4,101891.0,102970.5,103169.3,102968.6,104800.3,104960.4,105911.7,105885.5,107265.0,107665.9,106085.1,107846.3,107335.2,107235.1,106135.5,109283.5,108099.8,101059.1,104990.8,105832.9,109274.6,109426.9,111157.1,113418.1,113696.9,115193.3,114797.3,112108.0,113091.9,112447.5,110870.4,111327.3,113647.0,111622.5,113319.7,113526.3,112653.4,114627.0
Q,CLV10_MEUR,SCA,P3_P6,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75566.9,77199.0,77777.4,80247.5,80843.0,81345.0,81758.2,82799.0,82979.8,82472.9,83311.8,85066.8,85368.2,87540.2,88603.0,90600.6,91351.2,92381.6,93620.4,95058.3,95284.2,95921.0,98028.2,99196.5,100234.2,103770.0,105800.1,105299.9,105350.7,103989.5,104238.1,104623.3,105588.4,106370.3,105600.3,106420.2,108150.6,107685.0,108504.8,109785.9,111083.8,112894.0,113703.1,114886.6,114999.7,116716.4,118469.4,119939.1,121597.3,123872.0,125283.5,127389.6,128295.1,129819.3,131765.4,133214.9,133174.1,132740.7,131228.2,125714.7,121625.0,119892.8,121489.4,122710.6,125005.3,129503.1,132530.0,133504.3,135032.1,136278.9,137338.4,134007.7,135791.9,136286.2,136892.8,135094.6,135687.1,137043.5,137939.5,138974.6,140104.3,141802.3,142999.7,144617.5,145908.3,147840.3,149565.7,151632.4,152054.4,152933.5,153283.3,153909.7,155307.7,157031.6,158424.3,159160.9,160342.9,161302.2,160727.0,163913.9,164163.6,165835.5,165642.5,166444.8,165986.9,149593.0,159713.9,163583.5,169167.3,169625.5,171303.0,175708.9,176863.3,179005.6,179391.1,177307.3,179005.2,177851.7,177304.4,177723.1,179619.4,178755.2,181127.9,181848.6,182281.6,184760.6
Q,CLV10_MEUR,SCA,P3_S13,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20352.3,20463.9,20430.2,20370.5,20574.7,20545.0,20600.5,20568.7,20574.8,20558.8,20428.3,20640.6,20506.0,20539.2,20675.8,20585.0,21259.7,21271.5,21441.6,21406.3,21656.1,21641.6,21519.5,21519.5,21390.1,21358.5,21415.5,21299.2,21330.0,21372.8,21436.8,21601.3,21770.7,21865.0,21901.8,22013.9,22022.4,22017.5,22065.0,21987.4,21821.0,21816.2,21716.3,21699.1,21799.1,21790.1,21765.7,21824.4,22036.3,22067.8,22284.5,22335.0,22263.6,22436.6,22370.1,22538.6,22438.7,22567.6,22693.4,22654.6,23098.2,22990.5,23145.2,23279.0,23221.9,23377.7,23376.7,23491.3,23487.3,23554.6,23590.0,23640.3,23735.6,23865.1,24055.7,24088.2,24304.2,24317.6,24348.5,24475.7,24458.9,24665.9,24763.4,24864.0,24994.0,24959.4,25256.3,25494.2,25755.0,26047.1,25967.4,26033.5,26022.7,26043.3,26203.1,26221.7,26219.8,26434.9,26390.4,26454.8,26573.9,26316.1,26311.4,26348.1,26106.2,25491.3,25926.7,26142.3,26601.9,26780.6,26719.9,26761.8,26755.3,26748.0,27059.8,27082.6,27155.3,27335.6,27217.7,27453.6,27539.1,27530.6,27659.7,27652.5,27713.7,27764.8
Q,CLV10_MEUR,SCA,P41,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42117.7,42362.1,42635.7,42979.6,43010.9,42906.0,43112.7,43260.2,43451.9,43765.4,43864.6,43855.7,44149.9,44289.7,44917.3,45108.1,45097.0,45551.4,45684.2,45957.5,46382.0,46910.4,47474.2,47832.7,48043.6,48300.0,48831.1,49835.2,50239.8,50821.2,51135.6,51022.3,51282.2,51334.5,51448.7,51557.7,52396.5,52479.8,52512.8,52797.2,52856.8,53063.3,53390.6,53709.2,54000.1,53859.3,54070.1,54330.4,54830.9,55115.3,55790.5,55932.8,56030.1,56726.2,57037.8,57792.5,57896.8,58476.5,59268.5,59739.1,59306.4,59131.9,58776.7,58532.4,59240.4,59734.9,59904.2,60209.1,61048.3,61290.5,61841.2,62007.7,62196.5,62679.5,62509.3,62427.9,62768.7,63025.9,63381.0,63478.3,63651.3,63834.3,64413.0,64721.1,64900.5,65625.5,65884.8,66605.2,67384.9,67777.6,68318.3,68975.6,69457.2,69727.2,70138.2,70499.9,71182.3,70959.5,71280.7,71689.1,71896.9,72415.2,72125.6,72481.8,72286.4,72374.8,72958.7,72944.5,73179.6,67295.1,70918.2,70705.1,72273.8,73097.4,75179.2,75169.0,75035.6,75818.4,75548.1,74992.3,74488.2,74544.4,74485.5,74930.8,75157.6,74762.1,75128.8,75357.3,75526.5,75763.1
Q,CLV10_MEUR,SCA,P51G,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11186.0,11071.0,10783.0,11016.6,11687.1,11353.7,11571.0,12639.5,12368.5,12257.4,12886.9,13745.9,13065.4,13058.7,13580.7,14213.5,13162.9,13734.7,13372.2,14337.1,14254.5,14515.9,14646.9,15382.4,15239.1,15094.7,15907.9,15948.7,15903.7,16308.8,16582.1,17026.4,16864.1,16486.7,16697.1,17508.2,16289.6,17078.9,16867.5,16770.0,17357.0,16833.6,16788.9,16906.3,17120.6,17614.4,18007.2,18335.4,18060.1,18299.5,18608.9,18437.1,19051.2,20478.6,20532.1,20818.2,21646.9,22165.3,21779.0,22250.9,22698.5,22140.7,21887.1,21520.6,19682.8,19379.4,18921.8,19356.7,18863.4,20076.9,21145.0,21523.4,20782.7,22276.6,22163.6,21255.4,21690.8,21328.2,20866.2,21972.2,20474.6,21374.2,21956.3,21974.3,22721.3,22583.3,22655.4,22818.1,23770.2,24128.3,23868.3,24889.6,24596.3,25517.3,25513.6,25669.6,26049.3,26540.0,27174.6,26117.3,27520.4,26863.9,26474.1,26454.9,26487.7,26625.8,25751.7,28206.9,28293.0,26380.5,27131.9,27229.6,29574.9,29279.0,28690.5,28651.5,29497.5,29508.4,29191.7,28343.9,29403.2,29097.3,29177.0,29121.6,29355.9,28736.7,29132.8,29514.8,28682.8,29180.3
Q,CLV10_MEUR,SCA,P5G,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10754.7,10862.9,10355.9,10891.5,10981.9,12241.9,12244.6,13368.2,12880.9,12978.8,13307.6,14355.1,14147.5,12725.7,13141.2,14017.4,12991.9,13535.7,13814.7,14773.4,14833.0,15027.0,14803.3,15359.1,15289.4,15119.1,15814.8,15793.7,15455.1,17186.9,17409.2,16889.0,17652.9,16902.2,16587.6,16546.7,16363.8,16704.3,16763.7,16710.6,17774.8,16882.2,16483.3,16922.8,16752.5,17144.6,17808.8,18374.2,17776.9,17960.0,17634.4,19013.6,18637.5,20280.3,20795.2,20941.1,22032.3,21975.9,23031.0,22911.2,22612.5,22947.2,22411.5,20052.4,18320.1,17336.4,17534.1,18466.3,18781.4,20822.7,21894.4,21362.7,22538.5,22859.5,22759.7,21375.5,21401.9,21119.9,21727.1,20710.4,20699.8,21350.7,21337.6,22271.3,22570.6,22842.3,22968.7,23274.3,24009.0,24503.7,24811.9,25507.3,25451.5,26107.5,26106.3,25483.0,26541.4,26833.7,27540.3,27073.7,28106.5,27855.6,26576.5,27906.2,27571.5,27516.5,25814.1,28944.5,27568.1,26249.3,26811.3,27634.8,29396.8,28558.9,28555.8,30554.8,30907.8,31515.7,31390.1,29143.3,30519.2,29581.3,28381.0,28101.5,30096.8,28515.5,29825.9,29766.2,28628.4,30372.9
